id,does_the_excerpt_contain_a_prediction,does_the_excerpt_contain_a_prediction:confidence,sentence
937055319,no,1,"In normal times, we invoke the convenience of money — its extra liquidity — to explain why people hold money at zero or at any rate low interest rates when there are other safe assets offering higher yields."
937056933,no,1,"Put it this way: for all the talk about being honest and upfront, even Sanders ended up delivering mostly smoke and mirrors — or as Ezra Klein says, puppies and rainbows."
937056311,no,0.6714,"The false belief is that government deficits necessarily “crowd out” investment, so that reducing deficits should free up funds that lead to higher investment."
937053503,no,1,And now all of that is under siege.
937052241,no,1,"So what determines the level of GDP, and hence also ties down the interest rate?"
937056295,no,1,"As the report notes, weak business investment has been a major reason for global economic weakness."
937052118,no,1,This raises real concerns about whether the incoming administration is lowballing its plans in an attempt to get bipartisan consensus.
937053854,no,1,"Certainly nobody can accuse him of that failing: he’s been warning about looming inflation for four years, eleven months,and two weeks, and hasn’t let the fact that inflation has kept falling below target alter his concerns in the slightest."
937052498,no,1,"What that means is that while the Fed should be doing more, so should other actors: unconventional monetary policy should go along with fiscal stimulus."
937053588,no,1,"More important, stagflation led to a major rethinking of macroeconomics, all across the board; even staunch Keynesians conceded that Friedman/Phelps had been right (indeed, they may have conceded too much), and the vertical long-run Phillips curve became part of every textbook."
937057309,no,1,"That, however –as Irving Fisher could have told them!"
937056506,no,1,"The chart shows a scatterplot of Greece’s output gap (as estimated by the IMF — a dubious measure, but stay with it) versus the rate of change of the GDP deflator."
937052095,no,1,"Each of the slumps — 1969-70, 1973-75, and the double-dip slump from 1979 to 1982 — were caused, basically, by high interest rates imposed by the Fed to control inflation."
937056018,no,1,"Today in my Civil War obsession: some readers may recall that I’m a big U.S. Grant admirer; the scene at Appomattox, where the dashing cavalier Lee surrendered to the stumpy, grimy Grant, marks the coming of the modern era."
937052201,no,1,"All this is familiar stuff to economists, or should be."
937052574,no,1,What’s wrong with that argument?
937053522,no,1,Unclear.
937052516,no,1,And there’s a fair bit of empirical evidence to that effect.
937056300,no,1,"He’s looking at me funny!” hypothesis – the claim that President Obama, by occasionally suggesting that some businessmen have behaved badly, has hurt their feelings and perpetuated the slump."
937053710,no,0.6488,"The Maddison database gives us a 45 percent rise in global GDP per capita over the same period, so this calculation suggests that rising trade was responsible for around 10 percent of overall global growth."
937052577,no,1,"After all, to a first approximation debt is money we owe to ourselves – yes, the US has debt to China etc., but that’s not at the heart of the problem."
937052268,no,1,I’m a big advocate of much strengthened financial regulation.
937056652,no,1,China’s decision to devalue the renminbi had some economic logic behind it.
937052524,no,1,So it’s time to start focusing on downward rigidity and what it implies.
